Localidad,Provincia,Auto_año,Tipo_de_auto,Marca,Modelo
San isidro,Buenos Aires,1995,Sedan 3 puertas,Chevrolet,Corsa
Lanus,Buenos Aires,2012,Sedan 3 ptas,Ford,Ka
Mendoza,Mendoza,2000,Sedan 3 puertas,Ford,Ka
Mendoza,Mendoza,1998,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2001,Furgon,Renault,Kangoo
Mar del plata,Buenos Aires,2005,Sedan 3 puertas,Fiat,Uno
Lanus,Buenos Aires,2008,Sedan 3 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2006,Sedan 3 ptas,Volkswagen,Gol
Ituzaingo,Buenos Aires,2010,Furgon,Renault,Kangoo
Maipu nº 1- mendoza,Mendoza,2008,Furgon,Renault,Kangoo
Quilmes,Buenos Aires,1999,Sedan 3 ptas,Fiat,Uno
Moreno,Buenos Aires,2003,Sedan 3 ptas,Volkswagen,Gol
Quilmes,Buenos Aires,2007,Sedan 3 puertas,Ford,Ka
Hurlingham,Buenos Aires,1998,Sedan 3 ptas,Volkswagen,Gol
Maipu,Mendoza,1999,Sedan 3 puertas,Chevrolet,Astra
Mar del plata,Buenos Aires,1997,Sedan 3 ptas,Peugeot,205
La plata,Buenos Aires,2009,Sedan 3 puertas,Audi,A3
La matanza,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Gol
Ituzaingo,Buenos Aires,2005,Furgon,Citroen,Berlingo
Mendoza,Mendoza,2005,Sedan 3 ptas,Renault,Clio
La matanza,Buenos Aires,1997,Sedan 3 ptas,Volkswagen,Gol
La plata,Buenos Aires,2006,Sedan 3 ptas,Fiat,Uno
Pilar,Buenos Aires,1994,Furgon,Renault,Renault
Mendoza,Mendoza,2000,Sedan 3 puertas,Ford,Ka
Mar del plata,Buenos Aires,2004,Furgon vidriado s/ asientos,Volkswagen,Caddy
Municipio urbano de la costa,Buenos Aires,2007,Furgon,Renault,Kangoo
Mendoza,Mendoza,1999,Sedan 3 puertas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,2013,Furgon,Renault,Kangoo
Pilar,Buenos Aires,1999,Sedan 3 ptas,Volkswagen,Gol
Mendoza,Mendoza,2009,Furgon,Renault,Kangoo
La matanza,Buenos Aires,2012,Sedan 3 ptas,Volkswagen,Fox
Lanus,Buenos Aires,2007,Sedan 3 puertas,Volkswagen,Fox
Baradero,Buenos Aires,1992,Furgon,Renault,Renault
La matanza,Buenos Aires,1998,Sedan 3 ptas,Peugeot,106
San miguel,Buenos Aires,2008,Sedan 3 puertas,Ford,Ka
Mendoza,Mendoza,2001,Sedan 3 puertas,Peugeot,206
Merlo,Buenos Aires,2009,Furgon vidriado c/ asientos,Peugeot,Partner
La plata,Buenos Aires,2009,Sedan 3 ptas,Volkswagen,Gol
Mendoza,Mendoza,2012,Sedan 3 ptas,Ford,Ka
General san martin,Mendoza,2014,Furgon,Renault,Kangoo
Jose c. paz,Buenos Aires,2000,Pick up,Ford,Ranger
Maipú,Mendoza,2001,Sedan 3 ptas,Audi,A3
Ezeiza,Buenos Aires,2010,Sedan 3 ptas,Bmw,318
Pilar,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Gol
Santo tome,Santa Fe,2010,Sedan 3 ptas,Volkswagen,Gol
Jose c. paz,Buenos Aires,1997,Sedan 3 ptas,Volkswagen,Gol
La matanza,Buenos Aires,1999,Sedan 3 puertas,Chevrolet,Corsa
San martin,Buenos Aires,2004,Sedan 3 ptas,Volkswagen,Gol
Maipú,Mendoza,1998,Sedan 3 ptas,Chevrolet,Corsa
La matanza,Buenos Aires,2005,Sedan 3 puertas,Volkswagen,Gol
Jose c. paz,Buenos Aires,2012,Furgon,Peugeot,Partner
Jose c. paz,Buenos Aires,1998,Sedan 3 ptas,Chevrolet,Corsa
Quilmes,Buenos Aires,1999,Furgon vidriado c/asientos,Renault,Trafic
Santo tome,Santa Fe,2017,Sedan 3 puertas,Volkswagen,Gol
Hurlingham,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Gol
Hurlingham,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Gol
Mendoza,Mendoza,2010,Sedan 3 ptas,Ford,Ka
Quilmes,Buenos Aires,2010,Sedan 3 ptas,Volkswagen,Fox
Tres de febrero,Buenos Aires,2004,Sedan 3 ptas,Volkswagen,Gol
Merlo,Buenos Aires,2010,Furgon,Renault,Kangoo
La matanza,Buenos Aires,2012,Furgon,Renault,Kangoo
La matanza,Buenos Aires,1998,Sedan 3 puertas,Volkswagen,Gol
Lanus,Buenos Aires,2014,Furgon,Peugeot,Partner
Mendoza,Mendoza,2000,Sedan 3 ptas,Renault,Twingo
Ezeiza,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Fox
Merlo,Buenos Aires,2005,Sedan 3 ptas,Volkswagen,Gol
San vicente,Buenos Aires,2011,Sedan 3 ptas,Volkswagen,Gol
Moron,Buenos Aires,2011,Sedan 3 ptas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,1997,Sedan 3 puertas,Alfa romeo,145
Victoria,Entre Ríos,2011,Furgon,Renault,Kangoo
Moron,Buenos Aires,1995,Sedan 3 puertas,Chevrolet,Corsa
Mar del plata,Buenos Aires,2006,Sedan 3 ptas,Suzuki,Fun
San martin,Buenos Aires,2015,Furgon,Renault,Kangoo
Lomas de zamora,Buenos Aires,1997,Furgon,Renault,Trafic
Berazategui,Buenos Aires,2002,Furgon vidriado,Citroen,Berfud6pl
Capital federal,Ciudad Autónoma de Bs.As.,2004,Sedan 3 puertas,Volkswagen,Gol
La matanza,Buenos Aires,2004,Sedan 3 puertas,Volkswagen,Gol
Adrogue,Buenos Aires,2014,Furgon,Renault,Kangoo
Capital federal,Ciudad Autónoma de Bs.As.,2008,Sedan 3 puertas,Volkswagen,Gol
Avellaneda,Buenos Aires,2016,Furgon,Renault,Kangoo
Moron,Buenos Aires,2000,Sedan 3 ptas,Ford,Ka
Malvinas argentinas,Buenos Aires,2005,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,0,Furgon,Renault,Kangoo
General madariaga,Buenos Aires,1998,Sedan 3 ptas,Volkswagen,Gol
Tres de febrero,Buenos Aires,2004,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2006,Sedan 3 puertas,Volkswagen,Gol
Moreno,Buenos Aires,2010,Furgon 800,Peugeot,Partner
Tres de febrero,Buenos Aires,2004,Sedan 3 ptas,Volkswagen         g,Gol
Capital federal,Ciudad Autónoma de Bs.As.,1998,Sedan 3 puertas,Volkswagen,Gol
La plata,Buenos Aires,2008,Sedan 3 ptas,Volkswagen,Gol
Jose c. paz,Buenos Aires,2005,Sedan 3 ptas,Renault,Clio
Capital federal,Ciudad Autónoma de Bs.As.,2012,Sedan 3 puertas,Volkswagen,Gol
San martin,Buenos Aires,2005,Furgon  600,Peugeot,Partner
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2008,Sedan 3 ptas,Volkswagen,Gol
Merlo,Buenos Aires,2004,Sedan 3 puertas,Volkswagen,Gol
Avellaneda,Buenos Aires,1996,Sedan 3 puertas,Volkswagen,Gol
Avellaneda,Buenos Aires,2000,Furgon,Renault,Kangoo
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2010,Sedan 3 puertas,Volkswagen,Fox
Merlo,Buenos Aires,2010,Furgon vidriado c/asientos,Peugeot,Partner
Merlo,Buenos Aires,1998,Sedan 3 ptas,Chevrolet,Corsa
Merlo,Buenos Aires,2012,Sedan 3 ptas,Ford,Ka
Capital federal,Ciudad Autónoma de Bs.As.,2001,Sedan 3 ptas,Ford,Ka
Capital federal,Ciudad Autónoma de Bs.As.,2007,Sedan 3 ptas,Volkswagen,Fox
Jose c. paz,Buenos Aires,2006,Sedan 3 puertas,Volkswagen,Gol
Florencio varela,Buenos Aires,2000,Sedan 3 ptas,Bmw,318
Jose c. paz,Buenos Aires,2010,Sedan 3 ptas,Volkswagen,Gol
San vicente,Buenos Aires,2011,Furgon,Peugeot,Partner
Jose c. paz,Buenos Aires,2007,Furgon vidriado c/asientos,Renault,Kangoo
Capital federal,Ciudad Autónoma de Bs.As.,2006,Furgon,Mercedes benz,Sprinter
Capital federal,Ciudad Autónoma de Bs.As.,2005,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2007,Sedan 3 ptas,Volkswagen,Gol
Florencio varela,Buenos Aires,2002,Sedan 3 ptas,Fiat,Uno
Florencio varela,Buenos Aires,2001,Sedan 3 ptas,Fiat,Uno
Tres de febrero,Buenos Aires,2012,Furgon,Citroen,Berlingo
Moreno,Buenos Aires,2012,Sedan 3 puertas,Volkswagen,Gol
Tres de febrero,Buenos Aires,2007,Furgon vidriado c/asientos,Peugeot,Partner
Adrogue,Buenos Aires,2004,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2013,Furgon,Citroen,Berlingo
Quilmes nº 5 (ex 9),Buenos Aires,1996,Sedan 3 ptas,Seat,Ibiza
La matanza,Buenos Aires,2014,Sedan 3 puertas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,2007,Sedan 3 puertas,Volkswagen,Gol
Lanus,Buenos Aires,2010,Sedan 3 ptas,Volkswagen,Gol
Lanus,Buenos Aires,2002,Sedan 3 ptas,Fiat,Palio
Malvinas argentinas,Buenos Aires,2014,Furgon,Peugeot,Partner
Lanus,Buenos Aires,2010,Sedan 3 ptas,Ford,Ka
Lanus,Buenos Aires,2009,Furgon vidriado c/asientos,Peugeot,Partner
San martin,Buenos Aires,2016,Sedan 3 puertas,Volkswagen,Move
Berisso,Buenos Aires,2008,Sedan 3 ptas,Ford,Ka
La plata,Buenos Aires,1996,Furgon,Fiat,Fiorino
Mendoza,Mendoza,1997,Sedan 3 ptas,Fiat,Palio
Capital federal,Ciudad Autónoma de Bs.As.,2011,Sedan 3 ptas,Volkswagen,Gol
Tigre,Buenos Aires,2006,Sedan 3 ptas,Ford,Ka
Lomas de zamora,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Gol
Olivos,Buenos Aires,2013,Furgon,Peugeot,Partner
Malvinas argentinas,Buenos Aires,2014,Furgon,Peugeot,Partner
San miguel,Buenos Aires,2006,Sedan 3 ptas,Volkswagen,Gol
Quilmes nº 5 (ex 9),Buenos Aires,2014,Furgon,Citroen,Berlingo
Lanus,Buenos Aires,2010,Sedan 3 ptas,Ford,Ka
Quilmes nº 5 (ex 9),Buenos Aires,2008,Furgon vid. c/ asientos,Renault,Kangoo
San martin,Buenos Aires,2014,Sedan 3 puertas,Citroen,Ds3
Lanus,Buenos Aires,1997,Sedan 3 puertas,Renault,Clio
La plata,Buenos Aires,2007,Sedan 3 ptas,Suzuki,Fun
San miguel,Buenos Aires,1999,Sedan 3 puertas,Chevrolet,Corsa
Lanus,Buenos Aires,2015,Furgon,Citroen,Berlingo
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,2015,Furgon,Renault,Kangoo
Hurlingham nº 1 (ex. moron nº 4),Buenos Aires,2012,Sedan 3 puertas,Ford,Ka
Capital federal,Ciudad Autónoma de Bs.As.,2014,Furgon,Peugeot,Partner
Florencio varela,Buenos Aires,2010,Sedan 3 ptas,Volkswagen,Fox
Malvinas argentinas,Buenos Aires,2006,Sedan 3 puertas,Volkswagen,Gol
Avellaneda,Buenos Aires,2012,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2011,Sedan 3 ptas,Fiat,Uno
La matanza,Buenos Aires,2008,Sedan 3 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2008,Sedan 3 puertas,Volkswagen,Fox
La plata,Buenos Aires,1996,Sedan 3 puertas,Volkswagen,Gol
Adrogue,Buenos Aires,2007,Sedan 3 ptas,Ford,Ka
Hurlingham nº 1 (ex. moron nº 4),Buenos Aires,2005,Sedan 3 ptas,Mini,Cooper
Hurlingham nº 1 (ex. moron nº 4),Buenos Aires,2012,Sedan 3 puertas,Audi,A1
Lanus,Buenos Aires,2000,Furgon vidriado c/asientos,Peugeot,Partner
Capital federal,Ciudad Autónoma de Bs.As.,2012,Sedan 3 ptas,Volkswagen,Gol
La matanza,Buenos Aires,2012,Sedan 3 ptas,Chevrolet,Celta
General rodriguez,Buenos Aires,2005,Sedan 3 ptas,Ford,Ka
La matanza,Buenos Aires,2017,Sedan 3 puertas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,1996,Sedan 3 ptas,Chervrolet,Corsa
Capital federal,Ciudad Autónoma de Bs.As.,1999,Furgon vidriado,Mercedes benz,Sprinter310d/f3000
Capital federal,Ciudad Autónoma de Bs.As.,2007,Sedan 3 ptas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,2007,Sedan 3 ptas,Volkswagen,Gol
La plata,Buenos Aires,2006,Sedan 3 ptas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,2012,Sedan 3 ptas,Citroen,Ds3
Lanus,Buenos Aires,2007,Sedan 3 ptas,Ford,Ka
San isidro,Buenos Aires,2004,Sedan 3 puertas,Renault,Clio
La matanza,Buenos Aires,2013,Sedan 3 puertas,Citroen,Ds3
Moreno,Buenos Aires,2006,Sedan 3 puertas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2011,Furgon,Citroen,Berlingo
Cordoba,Córdoba,2011,Sedan 3 puertas,Ford,Ka
Adrogue,Buenos Aires,2012,Furgon,Peugeot,Partner
Tres de febrero,Buenos Aires,2017,Sedan 3 puertas,Volkswagen,Gol
Cordoba,Córdoba,2006,Sedan 3 ptas,Suzuki,Fun
Cordoba,Córdoba,2004,Furgon,Volkswagen,Caddy
Cordoba,Córdoba,2013,Furgon,Renault,Kangoo
Cordoba,Córdoba,1998,Sedan 3 ptas,Fiat,Palio
Cordoba,Córdoba,2018,Furgon,Renault,Kangoo
Cordoba,Córdoba,1997,Sedan 3 ptas,Ford,Ka
Cordoba,Córdoba,1996,Furgon,Renault,Trafic
Cordoba,Córdoba,2004,Sedan 3 ptas,Volkswagen,Gol
Lomas de zamora,Buenos Aires,2005,Sedan 3 ptas,Renault,Clio
Cordoba,Córdoba,2006,Sedan 3 ptas,Fiat,Palio
Marcos paz,Buenos Aires,1993,Furgon,Renault,Renault
Cordoba,Córdoba,2007,Sedan 3 ptas,Volkswagen,Gol
San francisco,Córdoba,2013,Sedan 3 puertas,Volkswagen,Gol
Cordoba,Córdoba,1999,Sedan 3 ptas,Volkswagen,Gol
Malvinas argentinas nº 2 (ex. san miguel nro. 5),Buenos Aires,2011,Sedan 3 ptas,Audi,A1
Moreno,Buenos Aires,2009,Sedan 3 ptas,Volkswagen,Gol
Cordoba,Córdoba,2015,Furgon,Renault,Kangoo
Adrogue,Buenos Aires,1997,Sedan 3 puertas,Volkswagen,Gol
San agusti,Córdoba,2005,Sedan 3 puertas,Volkswagen,Gol
Cosquin,Córdoba,2007,Furgon,Peugeot,Partner
Adrogue,Buenos Aires,2012,Sedan 3 puertas,Volkswagen,Gol
Jesus maria,Córdoba,1997,Sedan 3 ptas,Volkswagen,Gol
Rio ceballos,Córdoba,2007,Sedan 3 ptas,Ford,Ka
Adrogue,Buenos Aires,2013,Sedan 3 puertas,Volkswagen,Gol
Cordoba,Córdoba,1999,Sedan 3 ptas,Ford,Ka
Cordoba,Córdoba,1997,Sedan 3 puertas,Volkswagen,Gol
Tres de febrero,Buenos Aires,2009,Furgon,Renault,Kangoo
Cordoba,Córdoba,2001,Sedan 3 ptas,Renault,Twingo
Cordoba,Córdoba,2013,Furgon,Renault,Kangoo
Marcos paz,Buenos Aires,2000,Furgon,Peugeot,Partner
Cordoba,Córdoba,2012,Furgon,Renault,Kangoo
Cordoba,Córdoba,2004,Sedan 3 ptas,Volkswagen,Gol
Cordoba,Córdoba,2013,Furgon,Renault,Kangoo
Santa rosa del rio ,Córdoba,2018,Furgon,Peugeot,Partner
Cordoba,Córdoba,2013,Sedan 3 puertas,Volkswagen,Gol
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2006,Furgon vidriado c/as,Renault,Kangoo
Adrogue,Buenos Aires,1997,Sedan 3 ptas,Peugeot,205
Cordoba,Córdoba,2003,Sedan 3 ptas,Volkswagen,Gol
Cordoba,Córdoba,2009,Sedan 3 ptas,Volkswagen,Gol
Capital federal,Ciudad Autónoma de Bs.As.,2012,Sedan 3 puertas,Ford,Ka
Cordoba,Córdoba,2014,Sedan 3 puertas,Ford,Ka
Malvinas argentinas nº 1 (ex. san miguel nro. 4),Buenos Aires,1997,Sedan 3 puertas,Volkswagen,Gol
Cordoba,Córdoba,2013,Furgon,Renault,Kangoo
Adrogue,Buenos Aires,2007,Sedan 3 ptas,Ford,Ka
Cordoba,Córdoba,2013,Sedan 3 ptas,Fiat,500
Capital federal,Ciudad Autónoma de Bs.As.,2009,Furgon,Renault,Kangoo
Capital federal,Ciudad Autónoma de Bs.As.,2008,Furgon vidriado,Renault,Kangoo
Pilar,Buenos Aires,2001,Sedan 3 ptas,Fiat,Uno
Quilmes,Buenos Aires,2013,Sedan 3 ptas,Fiat,500
Cordoba,Córdoba,2006,Sedan 3 ptas,Ford,Ka
Capital federal,Ciudad Autónoma de Bs.As.,2010,Sedan 3 ptas,Suzuki,Fun
Capital federal,Ciudad Autónoma de Bs.As.,2012,Sedan 3 ptas,Fiat,500
Esteban echeverria,Buenos Aires,2005,Sedan 3 ptas,Suzuki,Fun
San martin,Buenos Aires,1998,Sedan 3 ptas,Renault,Twingo
Mendoza,Mendoza,2022,Furgon,Renault,Kangoo
Hurlingham nº 2 (ex. moron nº 10),Buenos Aires,2007,Furgon vidriado c/ asientos,Renault,Kangoo
La plata,Buenos Aires,2003,Sedan 3 ptas,Volkswagen,Gol
San martin,Buenos Aires,2001,Furgon,Volkswagen,Caddy
La plata,Buenos Aires,2011,Furgon  c/ asientos,Peugeot,Partner
Capital federal,Ciudad Autónoma de Bs.As.,2016,Furgon,Renault,Kangoo
Capital federal,Ciudad Autónoma de Bs.As.,1997,Furgon,Mercedes benz,Sprinter
Quilmes,Buenos Aires,2009,Furgon,Renault,Kangooconfort
Adrogue,Buenos Aires,2008,Sedan 3 puertas,Volkswagen,Gol
Moron,Buenos Aires,2007,Sedan 3 puertas,Volkswagen,Gol
Adrogue,Buenos Aires,1992,Sedan 3 ptas,Volkswagen,Gol
Moreno,Buenos Aires,2006,Furgon vidriado c/ asientos,Renault,Kangoo
Hurlingham nº 1 (ex. moron nº 4),Buenos Aires,2010,Furgon,Citroen,Berlingo
Villa allende,Córdoba,2006,Sedan 3 ptas,Suzuki,Fun
Tigre,Buenos Aires,2000,Sedan 3 puertas,Kia,Pride
Mendoza,Mendoza,1998,Coupe,Renault,Megane
San vicente,Buenos Aires,2011,Furgoneta o utilitario,Chevrolet,Classic
Malvinas argentinas,Buenos Aires,2014,Coupe,Volkswagen,Scirocco
Pilar,Buenos Aires,2013,Coupe,Volkswagen,Scirocco
Olivos,Buenos Aires,2009,Coupe,Audi,A5
San miguel,Buenos Aires,1999,Coupe,Renault,Megane
Tres de febrero,Buenos Aires,2014,Pick-up,Volkswagen,Amarok
Ensenada,Buenos Aires,1998,Pick-up,Ford,Ranger
Moreno,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
Moreno,Buenos Aires,1998,Pick-up,Peugeot,Pup
Villa gesell,Buenos Aires,2016,Pick-up,Ford,Nueva
Capital federal,Ciudad Autónoma de Bs.As.,2019,Pick-up,Toyota,Hilux
San martin (tartagal),Salta,2020,Pick-up,Toyota,Hilux
Mendoza,Mendoza,2016,Pick-up,Volkswagen,Amarok
San miguel,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
Berazategui,Buenos Aires,2020,Pick-up,Ford,Ranger
Capital federal,Ciudad Autónoma de Bs.As.,2022,Pick-up,Nissan,Frontier
Capital federal,Ciudad Autónoma de Bs.As.,1992,Pick-up,Ford,F-100
Berazategui,Buenos Aires,1989,Pick-up,Ford,F-100
La matanza,Buenos Aires,2004,Pick-up,Ford,Ranger
Capital federal,Ciudad Autónoma de Bs.As.,2020,Pick-up,Nissan,Frontier
Moron,Buenos Aires,1992,Pick-up,Peugeot,Pup
Salta,Salta,2012,Pick-up,Toyota,Hilux
La matanza,Buenos Aires,2011,Pick-up,Volkswagen,Amarok
Yerba buena,Tucumán,2020,Pick-up,Toyota,Hilux
Ezeiza,Buenos Aires,2006,Pick-up,Toyota,Hilux
Esteban echeverria,Buenos Aires,2013,Pick-up,Ford,Ranger2
Ezeiza nº 1 (ex. esteban echeverria no 4),Buenos Aires,2010,Pick-up,Volkswagen,Amarok
Merlo,Buenos Aires,2013,Pick-up,Ford,Ranger2
La matanza,Buenos Aires,2011,Pick-up,Volkswagen,Amarok
La matanza,Buenos Aires,2013,Pick-up,Volkswagen,Amarok
La matanza,Buenos Aires,2018,Pick-up,Volkswagen,Amarok
Capital federal,Ciudad Autónoma de Bs.As.,2018,Pick-up,Toyota,Hilux
Mar del plata,Buenos Aires,2019,Pick-up,Toyota,Hilux
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,1998,Pick-up,Toyota,Hilux
San martin,Buenos Aires,2017,Pick-up,Ford,Nueva
La matanza,Buenos Aires,2022,Pick-up,Volkswagen,Amarok
Mendoza,Mendoza,1998,Pick-up,Toyota,Hilux
Pilar,Buenos Aires,2014,Pick-up,Ford,Ranger2
La matanza,Buenos Aires,2021,Pick-up,Volkswagen,Amarok
Capital federal,Ciudad Autónoma de Bs.As.,2015,Pick-up,Ford,Ranger2
Bolivar,Buenos Aires,2017,Pick-up,Volkswagen,Amarok
Moron,Buenos Aires,20,Sin especificacion,Ford,Ranger
Mendoza,Mendoza,2003,Pick-up,Toyota,Hilux
Ituzaingo nº 1 (ex. moron nº 8),Buenos Aires,2022,Pick-up,Volkswagen,Amarok
Avellaneda,Buenos Aires,1995,Pick-up,Chevrolet,Chevrolet
Firmat,Santa Fe,2017,Pick-up,Volkswagen,Amarok
Merlo,Buenos Aires,2021,Pick-up,Toyota,Hilux
Rosario,Santa Fe,1995,Pick-up,Chevrolet,C
Pilar,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
Capital federal,Ciudad Autónoma de Bs.As.,2022,Pick-up,Nissan,Frontier
Rivadavia,Mendoza,1994,Pick-up,Peugeot,Pup
Quilmes,Buenos Aires,2022,Pick-up,Ford,Nueva
Zarate,Buenos Aires,2013,Pick-up,Toyota,Hilux
Maipu,Mendoza,1992,Pick-up,Ford,F-100dsl
Quilmes,Buenos Aires,1994,Pick-up,Ford,F-100
La matanza,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
Esteban echeverria,Buenos Aires,2016,Pick-up,Ford,Nueva
Hurlingham,Buenos Aires,2013,Pick-up,Ford,Ranger2
Escobar,Buenos Aires,2003,Pick-up,Ford,Ranger
Quilmes,Buenos Aires,2016,Pick-up,Toyota,Hilux
Ituzaingo,Buenos Aires,2012,Pick-up,Toyota,Hilux
Escobar,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
La matanza,Buenos Aires,2015,Pick-up,Ford,Ranger2
Escobar,Buenos Aires,2007,Pick-up,Ford,Ranger
Quilmes,Buenos Aires,2019,Pick-up,Toyota,Hilux
Moreno,Buenos Aires,1998,Pick-up,Toyota,Hilux
Escobar,Buenos Aires,2007,Pick-up,Ford,Ranger
La plata,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
La matanza,Buenos Aires,1997,Sin especificacion,Chevrolet,D-20
Jose c. paz,Buenos Aires,1984,Pick-up,Ford,F-100
Moron,Buenos Aires,2016,Pick-up,Ford,Nueva
Rosario,Santa Fe,1999,Pick-up,Toyota,Hilux
Rosario,Santa Fe,1997,Pick-up 3550,Mercedes benz,Sprinter
Moron,Buenos Aires,2014,Pick-up,Volkswagen,Amarok
Adrogue,Buenos Aires,2012,Pick-up,Toyota,Hilux
Maipú,Mendoza,1998,Pick-up,Toyota,Hilux
Malargüe,Mendoza,2017,Pick-up,Volkswagen,Amarok
La matanza,Buenos Aires,2010,Pick-up,Ford,Ranger
Capital federal,Ciudad Autónoma de Bs.As.,2018,Pick-up,Toyota,Hilux
La matanza,Buenos Aires,2010,Pick-up,Volkswagen,Amarok
Capital federal,Ciudad Autónoma de Bs.As.,1999,Pick-up,Peugeot,Pup
Capilla del señor,Buenos Aires,2015,Pick-up,Volkswagen,Amarok
Capilla del señor,Buenos Aires,2015,Pick-up,Volkswagen,Amarok
Capital federal,Ciudad Autónoma de Bs.As.,2014,Pick-up,Ford,Ranger2
Capital federal,Ciudad Autónoma de Bs.As.,1981,Pick-up,Ford,F-100
Santo tome,Santa Fe,1995,Pick-up,Peugeot,Pup
La matanza,Buenos Aires,2016,Pick-up,Toyota,Hilux
Mendoza,Mendoza,2017,Pick-up,Toyota,Hilux
Neuquen,Neuquén,2005,Pick-up,Toyota,Hilux
Esteban echeverria,Buenos Aires,2013,Pick-up,Volkswagen,Amarok
La plata,Buenos Aires,2017,Pick-up,Toyota,Hilux
La plata,Buenos Aires,1999,Pick-up,Toyota,Hilux
Lanus,Buenos Aires,2000,Pick-up,Ford,Ranger
Avellaneda,Buenos Aires,2022,Pick-up,Toyota,Hilux
Baradero,Buenos Aires,2021,Pick-up,Toyota,Hilux
Capital federal,Ciudad Autónoma de Bs.As.,2016,Pick-up,Ford,Nueva
Capital federal,Ciudad Autónoma de Bs.As.,1992,Pick-up,Ford,F-100
Cinco saltos,Río Negro,2020,Pick-up,Toyota,Hilux
Merlo,Buenos Aires,2013,Pick-up,Toyota,Hilux
Esteban echeverria,Buenos Aires,2016,Pick-up,Ford,Nueva
Capital federal,Ciudad Autónoma de Bs.As.,2018,Pick-up,Toyota,Hilux
Mendoza,Mendoza,2020,Pick-up,Toyota,Hilux
La matanza,Buenos Aires,2014,Pick-up,Volkswagen,Amarok
Brandse,Buenos Aires,2015,Pick-up,Volkswagen,Amarok
Moron,Buenos Aires,2012,Pick-up,Volkswagen,Amarok
Neuquen,Neuquén,2021,Pick-up,Toyota,Hilux
Mendoza,Mendoza,1998,Pick-up,Toyota,Hilux
Neuquen,Neuquén,2018,Pick-up,Toyota,Hilux
Neuquen,Neuquén,2022,Pick-up,Nissan,Frontier
Ituzaingo,Buenos Aires,2014,Pick-up,Toyota,Hilux
Rosario,Santa Fe,2009,Pick-up,Ford,Ranger
Campana,Buenos Aires,2022,Pick-up,Volkswagen,Amarok
Capital federal,Ciudad Autónoma de Bs.As.,1992,Pick-up,Ford,F-100
Tucuman,Tucumán,2016,Pick-up,Toyota,Hilux
Rauch,Buenos Aires,2013,Pick-up,Toyota,Hilux
Mendoza,Mendoza,2013,Pick-up,Ford,Ranger2
Plottier,Neuquén,2018,Pick-up,Toyota,Hilux
Capital federal,Ciudad Autónoma de Bs.As.,2021,Pick-up,Volkswagen,Amarok
Centenario,Neuquén,1999,Pick-up,Ford,Ranger
Lomas de zamora,Buenos Aires,1991,Pick-up,Ford,F-100
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,2013,Pick-up,Toyota,Hilux
La matanza,Buenos Aires,2005,Pick-up,Ford,Ranger
San miguel,Buenos Aires,2016,Pick-up,Volkswagen,Amarok
Olivos,Buenos Aires,1998,Pick-up,Ford,Ranger
Cañuelas,Buenos Aires,2018,Pick-up,Ford,Ranger
Mar del plata,Buenos Aires,1984,Pick-up,Ford,F-100
Ituzaingó nº 2 (ex. morón nº 11),Buenos Aires,2003,Pick-up,Ford,Ranger
Capital federal,Ciudad Autónoma de Bs.As.,2015,Pick-up,Ford,Ranger2
La matanza,Buenos Aires,2015,Pick-up,Ford,Ranger2
